atom,gamma_code,code_length,formula_length,length_match,translation,derivative,expected_derivative,derivative_match,closed_disk_image_bound,common_compact_containment,global_prefix_free,inventory_tags,inventory_filter_stage,candidate_target_calls
600,0000000001001011000,19,19,True,-416767/1048576,1/524288,1/524288,True,416769/1048576,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
601,0000000001001011001,19,19,True,107521/1048576,1/524288,1/524288,True,107523/1048576,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
602,0000000001001011010,19,19,True,-154623/1048576,1/524288,1/524288,True,154625/1048576,True,True,all_integer_control,post_freeze_evaluator,0
603,0000000001001011011,19,19,True,369665/1048576,1/524288,1/524288,True,369667/1048576,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
604,0000000001001011100,19,19,True,-285695/1048576,1/524288,1/524288,True,285697/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
605,0000000001001011101,19,19,True,238593/1048576,1/524288,1/524288,True,238595/1048576,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
606,0000000001001011110,19,19,True,-23551/1048576,1/524288,1/524288,True,23553/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
607,0000000001001011111,19,19,True,500737/1048576,1/524288,1/524288,True,500739/1048576,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
608,0000000001001100000,19,19,True,-498687/1048576,1/524288,1/524288,True,498689/1048576,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
609,0000000001001100001,19,19,True,25601/1048576,1/524288,1/524288,True,25603/1048576,True,True,all_integer_control,post_freeze_evaluator,0
610,0000000001001100010,19,19,True,-236543/1048576,1/524288,1/524288,True,236545/1048576,True,True,fibonacci_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
611,0000000001001100011,19,19,True,287745/1048576,1/524288,1/524288,True,287747/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
612,0000000001001100100,19,19,True,-367615/1048576,1/524288,1/524288,True,367617/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
613,0000000001001100101,19,19,True,156673/1048576,1/524288,1/524288,True,156675/1048576,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
614,0000000001001100110,19,19,True,-105471/1048576,1/524288,1/524288,True,105473/1048576,True,True,all_integer_control,post_freeze_evaluator,0
615,0000000001001100111,19,19,True,418817/1048576,1/524288,1/524288,True,418819/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
616,0000000001001101000,19,19,True,-433151/1048576,1/524288,1/524288,True,433153/1048576,True,True,all_integer_control,post_freeze_evaluator,0
617,0000000001001101001,19,19,True,91137/1048576,1/524288,1/524288,True,91139/1048576,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
618,0000000001001101010,19,19,True,-171007/1048576,1/524288,1/524288,True,171009/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
619,0000000001001101011,19,19,True,353281/1048576,1/524288,1/524288,True,353283/1048576,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
620,0000000001001101100,19,19,True,-302079/1048576,1/524288,1/524288,True,302081/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
621,0000000001001101101,19,19,True,222209/1048576,1/524288,1/524288,True,222211/1048576,True,True,all_integer_control,post_freeze_evaluator,0
622,0000000001001101110,19,19,True,-39935/1048576,1/524288,1/524288,True,39937/1048576,True,True,all_integer_control,post_freeze_evaluator,0
623,0000000001001101111,19,19,True,484353/1048576,1/524288,1/524288,True,484355/1048576,True,True,all_integer_control,post_freeze_evaluator,0
624,0000000001001110000,19,19,True,-465919/1048576,1/524288,1/524288,True,465921/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
625,0000000001001110001,19,19,True,58369/1048576,1/524288,1/524288,True,58371/1048576,True,True,square_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
626,0000000001001110010,19,19,True,-203775/1048576,1/524288,1/524288,True,203777/1048576,True,True,all_integer_control,post_freeze_evaluator,0
627,0000000001001110011,19,19,True,320513/1048576,1/524288,1/524288,True,320515/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
628,0000000001001110100,19,19,True,-334847/1048576,1/524288,1/524288,True,334849/1048576,True,True,all_integer_control,post_freeze_evaluator,0
629,0000000001001110101,19,19,True,189441/1048576,1/524288,1/524288,True,189443/1048576,True,True,all_integer_control,post_freeze_evaluator,0
630,0000000001001110110,19,19,True,-72703/1048576,1/524288,1/524288,True,72705/1048576,True,True,all_integer_control,post_freeze_evaluator,0
631,0000000001001110111,19,19,True,451585/1048576,1/524288,1/524288,True,451587/1048576,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
632,0000000001001111000,19,19,True,-400383/1048576,1/524288,1/524288,True,400385/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
633,0000000001001111001,19,19,True,123905/1048576,1/524288,1/524288,True,123907/1048576,True,True,all_integer_control,post_freeze_evaluator,0
634,0000000001001111010,19,19,True,-138239/1048576,1/524288,1/524288,True,138241/1048576,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
635,0000000001001111011,19,19,True,386049/1048576,1/524288,1/524288,True,386051/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
636,0000000001001111100,19,19,True,-269311/1048576,1/524288,1/524288,True,269313/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
637,0000000001001111101,19,19,True,254977/1048576,1/524288,1/524288,True,254979/1048576,True,True,all_integer_control,post_freeze_evaluator,0
638,0000000001001111110,19,19,True,-7167/1048576,1/524288,1/524288,True,7169/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
639,0000000001001111111,19,19,True,517121/1048576,1/524288,1/524288,True,517123/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
640,0000000001010000000,19,19,True,-519167/1048576,1/524288,1/524288,True,519169/1048576,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
641,0000000001010000001,19,19,True,5121/1048576,1/524288,1/524288,True,5123/1048576,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
642,0000000001010000010,19,19,True,-257023/1048576,1/524288,1/524288,True,257025/1048576,True,True,all_integer_control,post_freeze_evaluator,0
643,0000000001010000011,19,19,True,267265/1048576,1/524288,1/524288,True,267267/1048576,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
644,0000000001010000100,19,19,True,-388095/1048576,1/524288,1/524288,True,388097/1048576,True,True,all_integer_control,post_freeze_evaluator,0
645,0000000001010000101,19,19,True,136193/1048576,1/524288,1/524288,True,136195/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
646,0000000001010000110,19,19,True,-125951/1048576,1/524288,1/524288,True,125953/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
647,0000000001010000111,19,19,True,398337/1048576,1/524288,1/524288,True,398339/1048576,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
648,0000000001010001000,19,19,True,-453631/1048576,1/524288,1/524288,True,453633/1048576,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
649,0000000001010001001,19,19,True,70657/1048576,1/524288,1/524288,True,70659/1048576,True,True,all_integer_control,post_freeze_evaluator,0
650,0000000001010001010,19,19,True,-191487/1048576,1/524288,1/524288,True,191489/1048576,True,True,all_integer_control,post_freeze_evaluator,0
651,0000000001010001011,19,19,True,332801/1048576,1/524288,1/524288,True,332803/1048576,True,True,all_integer_control,post_freeze_evaluator,0
652,0000000001010001100,19,19,True,-322559/1048576,1/524288,1/524288,True,322561/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
653,0000000001010001101,19,19,True,201729/1048576,1/524288,1/524288,True,201731/1048576,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
654,0000000001010001110,19,19,True,-60415/1048576,1/524288,1/524288,True,60417/1048576,True,True,all_integer_control,post_freeze_evaluator,0
655,0000000001010001111,19,19,True,463873/1048576,1/524288,1/524288,True,463875/1048576,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
656,0000000001010010000,19,19,True,-486399/1048576,1/524288,1/524288,True,486401/1048576,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
657,0000000001010010001,19,19,True,37889/1048576,1/524288,1/524288,True,37891/1048576,True,True,all_integer_control,post_freeze_evaluator,0
658,0000000001010010010,19,19,True,-224255/1048576,1/524288,1/524288,True,224257/1048576,True,True,all_integer_control,post_freeze_evaluator,0
659,0000000001010010011,19,19,True,300033/1048576,1/524288,1/524288,True,300035/1048576,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
660,0000000001010010100,19,19,True,-355327/1048576,1/524288,1/524288,True,355329/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
661,0000000001010010101,19,19,True,168961/1048576,1/524288,1/524288,True,168963/1048576,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
662,0000000001010010110,19,19,True,-93183/1048576,1/524288,1/524288,True,93185/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
663,0000000001010010111,19,19,True,431105/1048576,1/524288,1/524288,True,431107/1048576,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
664,0000000001010011000,19,19,True,-420863/1048576,1/524288,1/524288,True,420865/1048576,True,True,all_integer_control,post_freeze_evaluator,0
665,0000000001010011001,19,19,True,103425/1048576,1/524288,1/524288,True,103427/1048576,True,True,all_integer_control,post_freeze_evaluator,0
666,0000000001010011010,19,19,True,-158719/1048576,1/524288,1/524288,True,158721/1048576,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
667,0000000001010011011,19,19,True,365569/1048576,1/524288,1/524288,True,365571/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
668,0000000001010011100,19,19,True,-289791/1048576,1/524288,1/524288,True,289793/1048576,True,True,all_integer_control,post_freeze_evaluator,0
669,0000000001010011101,19,19,True,234497/1048576,1/524288,1/524288,True,234499/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
670,0000000001010011110,19,19,True,-27647/1048576,1/524288,1/524288,True,27649/1048576,True,True,all_integer_control,post_freeze_evaluator,0
671,0000000001010011111,19,19,True,496641/1048576,1/524288,1/524288,True,496643/1048576,True,True,all_integer_control,post_freeze_evaluator,0
672,0000000001010100000,19,19,True,-502783/1048576,1/524288,1/524288,True,502785/1048576,True,True,all_integer_control,post_freeze_evaluator,0
673,0000000001010100001,19,19,True,21505/1048576,1/524288,1/524288,True,21507/1048576,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
674,0000000001010100010,19,19,True,-240639/1048576,1/524288,1/524288,True,240641/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
675,0000000001010100011,19,19,True,283649/1048576,1/524288,1/524288,True,283651/1048576,True,True,all_integer_control,post_freeze_evaluator,0
676,0000000001010100100,19,19,True,-371711/1048576,1/524288,1/524288,True,371713/1048576,True,True,square_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
677,0000000001010100101,19,19,True,152577/1048576,1/524288,1/524288,True,152579/1048576,True,True,prime_evaluator|all_integer_control|matched_density_hash,post_freeze_evaluator,0
678,0000000001010100110,19,19,True,-109567/1048576,1/524288,1/524288,True,109569/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
679,0000000001010100111,19,19,True,414721/1048576,1/524288,1/524288,True,414723/1048576,True,True,all_integer_control,post_freeze_evaluator,0
680,0000000001010101000,19,19,True,-437247/1048576,1/524288,1/524288,True,437249/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
681,0000000001010101001,19,19,True,87041/1048576,1/524288,1/524288,True,87043/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
682,0000000001010101010,19,19,True,-175103/1048576,1/524288,1/524288,True,175105/1048576,True,True,all_integer_control,post_freeze_evaluator,0
683,0000000001010101011,19,19,True,349185/1048576,1/524288,1/524288,True,349187/1048576,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
684,0000000001010101100,19,19,True,-306175/1048576,1/524288,1/524288,True,306177/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
685,0000000001010101101,19,19,True,218113/1048576,1/524288,1/524288,True,218115/1048576,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
686,0000000001010101110,19,19,True,-44031/1048576,1/524288,1/524288,True,44033/1048576,True,True,all_integer_control,post_freeze_evaluator,0
687,0000000001010101111,19,19,True,480257/1048576,1/524288,1/524288,True,480259/1048576,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
688,0000000001010110000,19,19,True,-470015/1048576,1/524288,1/524288,True,470017/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
689,0000000001010110001,19,19,True,54273/1048576,1/524288,1/524288,True,54275/1048576,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
690,0000000001010110010,19,19,True,-207871/1048576,1/524288,1/524288,True,207873/1048576,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
